,customer_id,age,monthly_salary,account_balance,marital_status,targeted_customer_yn,default_yn,house_loan_yn,other_loan_yn,contact_carrier,day_of_contact,campaign,last_contacted_days,total_previous_contact,customer_responded_yn,job,education,month_of_contact,call_duration_sec,loan_yn
117,119,59,100000,262,3,0,0,0,0,1,5,1,-1,0,0,6,3,5,178,0
118,120,57,60000,0,2,1,0,0,0,1,5,1,-1,0,0,5,1,5,98,0
119,121,56,60000,56,3,0,0,1,0,1,5,1,-1,0,0,5,2,5,439,1
120,122,51,20000,26,2,1,0,1,0,2,5,1,-1,0,0,7,2,5,79,1
121,123,34,50000,3,2,0,0,1,0,1,5,3,-1,0,0,8,2,5,120,1
122,124,43,70000,41,2,1,0,1,1,1,5,2,-1,0,0,9,2,5,127,1
123,125,52,60000,7,2,1,0,0,1,1,5,1,-1,0,0,5,3,5,175,1
124,126,33,60000,105,1,1,0,1,0,1,5,2,-1,0,0,5,2,5,262,1
125,127,29,50000,818,1,1,0,1,1,1,5,1,-1,0,0,8,2,5,61,1
126,128,34,70000,-16,2,1,0,1,1,1,5,1,-1,0,0,9,2,5,78,1
127,129,31,20000,0,2,1,0,1,0,1,5,1,-1,0,0,7,2,5,143,1
128,130,55,70000,2476,2,1,0,1,0,1,5,1,-1,0,1,9,2,5,579,1
129,131,55,100000,1185,2,0,0,0,0,1,5,1,-1,0,0,6,3,5,677,0
130,132,32,50000,217,1,1,0,1,0,1,5,1,-1,0,0,8,2,5,345,1
131,133,38,60000,1685,1,1,0,1,0,2,5,1,-1,0,0,5,2,5,185,1
132,134,55,50000,802,1,1,0,1,1,1,5,2,-1,0,0,8,2,5,100,1
133,135,28,8000,0,1,0,0,1,0,1,5,2,-1,0,0,1,3,5,125,1
134,136,23,20000,94,2,1,0,1,0,1,5,1,-1,0,0,7,2,5,193,1
135,137,32,60000,0,1,1,0,1,0,1,5,1,-1,0,0,5,2,5,136,1
136,138,43,70000,0,1,0,0,0,0,1,5,1,-1,0,0,9,3,5,73,0
137,139,32,20000,517,2,1,0,1,0,1,5,1,-1,0,0,7,2,5,528,1
138,140,46,20000,265,2,1,0,1,0,1,5,1,-1,0,0,7,2,5,541,1
139,141,53,16000,947,3,1,0,1,0,1,5,1,-1,0,0,10,1,5,163,1
140,142,34,60000,3,1,1,0,1,0,1,5,1,-1,0,0,2,2,5,301,1
141,143,57,8000,42,2,1,0,0,0,1,5,1,-1,0,0,1,3,5,46,0
142,144,37,20000,37,2,1,0,1,0,2,5,1,-1,0,0,7,2,5,204,1
143,145,59,20000,57,2,1,0,1,0,1,5,1,-1,0,0,7,2,5,98,1
144,146,33,70000,22,2,1,0,1,0,1,5,1,-1,0,0,9,2,5,71,1
145,147,56,20000,8,3,1,0,1,0,1,5,2,-1,0,0,7,1,5,157,1
146,148,48,8000,293,2,1,0,1,0,1,5,1,-1,0,0,1,2,5,243,1
147,149,43,70000,3,2,1,0,1,0,1,5,2,-1,0,0,9,1,5,186,1
148,150,54,20000,348,2,1,0,1,0,1,5,2,-1,0,0,7,1,5,579,1
149,151,51,20000,-19,2,0,0,1,0,1,5,2,-1,0,0,7,1,5,163,1
150,152,26,4000,0,1,1,0,1,0,1,5,2,-1,0,0,3,2,5,610,1
151,153,40,100000,-4,2,1,0,1,0,1,5,1,-1,0,0,6,3,5,2033,1
152,154,39,100000,18,2,1,0,1,0,1,5,1,-1,0,0,6,2,5,85,1
153,155,50,60000,139,2,1,0,0,0,2,5,2,-1,0,0,5,1,5,114,0
154,156,41,70000,0,2,1,0,1,0,1,5,2,-1,0,0,9,2,5,114,1
155,157,51,20000,1883,2,0,0,1,0,1,5,1,-1,0,0,7,1,5,57,1
156,158,60,55000,216,3,1,0,1,0,1,5,1,-1,0,0,11,2,5,238,1
157,159,52,20000,782,2,1,0,1,0,1,5,3,-1,0,0,7,2,5,93,1
158,160,48,20000,904,2,1,0,1,0,1,5,2,-1,0,0,7,2,5,128,1
159,161,48,70000,1705,2,0,0,1,0,1,5,1,-1,0,0,9,3,5,107,1
160,163,47,70000,176,1,1,0,1,0,1,5,2,-1,0,0,9,2,5,303,1
161,164,40,20000,1225,2,1,0,1,0,1,5,5,-1,0,0,7,2,5,558,1
162,165,45,60000,86,2,1,0,1,0,1,5,1,-1,0,0,5,2,5,270,1
163,166,26,50000,82,1,1,0,1,0,1,5,1,-1,0,0,8,2,5,228,1
164,167,52,100000,271,2,1,0,1,0,2,5,1,-1,0,0,6,3,5,99,1
165,168,54,60000,1378,2,1,0,1,0,1,5,1,-1,0,0,5,2,5,240,1
166,169,54,50000,184,2,1,0,0,0,1,5,2,-1,0,1,8,3,5,673,0
167,170,50,20000,0,2,1,0,0,0,1,5,3,-1,0,0,7,1,5,233,0
168,171,35,20000,0,2,1,0,1,0,1,5,1,-1,0,0,7,2,5,1056,1
169,172,44,70000,1357,2,1,0,1,1,1,5,1,-1,0,0,9,2,5,250,1
170,173,53,120000,19,2,0,0,1,0,1,5,1,-1,0,0,4,3,5,252,1
171,174,35,55000,434,1,1,0,0,0,1,5,1,-1,0,0,11,1,5,138,0
172,175,60,50000,92,3,1,0,1,0,1,5,1,-1,0,0,8,2,5,130,1
173,176,53,50000,1151,3,1,0,1,0,1,5,1,-1,0,0,8,2,5,412,1
174,177,48,8000,41,2,1,0,1,0,1,5,2,-1,0,0,1,2,5,179,1
175,178,34,60000,51,2,1,0,1,0,2,5,2,-1,0,0,5,2,5,19,1
176,179,54,70000,214,2,1,0,1,0,1,5,2,-1,0,0,9,2,5,458,1
177,180,51,100000,1161,2,1,0,1,0,1,5,1,-1,0,0,6,2,5,717,1
178,181,31,70000,37,2,1,0,1,0,1,5,1,-1,0,0,9,3,5,313,1
179,182,35,60000,787,3,1,0,1,0,1,5,2,-1,0,0,5,2,5,683,1
180,183,35,70000,59,2,1,0,1,0,1,5,1,-1,0,0,9,2,5,1077,1
181,184,38,60000,253,2,1,0,1,0,1,5,1,-1,0,0,5,2,5,416,1
182,185,36,50000,211,2,1,0,1,0,1,5,2,-1,0,0,8,3,5,146,1
183,186,58,55000,235,2,1,0,1,0,1,5,1,-1,0,0,11,1,5,167,1
184,187,40,70000,4384,3,0,0,1,0,1,5,1,-1,0,0,9,3,5,315,1
185,188,54,100000,4080,2,1,0,0,0,1,5,1,-1,0,0,6,2,5,140,0
186,189,34,20000,53,1,1,0,1,1,2,5,1,-1,0,0,7,2,5,346,1
187,190,31,100000,0,1,0,0,1,0,1,5,1,-1,0,0,6,3,5,562,1
188,191,51,55000,2127,2,1,0,1,0,1,5,1,-1,0,0,11,2,5,172,1
189,192,33,100000,377,2,1,0,1,0,1,5,1,-1,0,0,6,3,5,217,1
190,193,55,100000,73,2,1,0,1,0,1,5,2,-1,0,0,6,3,5,142,1
191,194,42,50000,445,2,1,0,1,0,1,5,1,-1,0,0,8,2,5,67,1
192,195,34,20000,243,2,1,0,1,0,1,5,1,-1,0,0,7,2,5,291,1
193,196,33,20000,307,1,1,0,1,0,1,5,2,-1,0,0,7,2,5,309,1
194,197,38,70000,155,2,1,0,1,0,1,5,1,-1,0,0,9,2,5,248,1
195,198,50,60000,173,3,0,0,0,1,1,5,1,-1,0,0,5,3,5,98,1
196,199,43,100000,400,2,1,0,1,0,1,5,1,-1,0,0,6,3,5,256,1
197,200,61,20000,1428,3,1,0,1,0,2,5,2,-1,0,0,7,1,5,82,1
198,201,47,50000,219,2,1,0,1,0,1,5,1,-1,0,0,8,2,5,577,1
199,202,48,60000,7,2,1,0,1,0,1,5,1,-1,0,0,2,3,5,286,1
200,203,44,20000,575,2,1,0,1,0,1,5,1,-1,0,0,7,2,5,477,1
201,204,35,4000,298,1,0,0,1,0,1,5,2,-1,0,0,3,1,5,611,1
202,205,35,70000,0,2,1,0,1,0,1,5,1,-1,0,0,9,2,5,471,1
203,206,50,70000,5699,2,1,0,1,0,1,5,2,-1,0,0,9,2,5,381,1
204,207,41,100000,176,2,1,0,1,1,1,5,1,-1,0,0,6,3,5,42,1
205,208,41,100000,517,2,1,0,1,0,1,5,1,-1,0,0,6,3,5,251,1
206,209,39,70000,257,1,0,0,1,0,1,5,1,-1,0,0,9,3,5,408,1
207,210,42,55000,56,2,1,0,1,0,1,5,1,-1,0,0,11,2,5,215,1
208,211,38,20000,-390,2,1,0,1,0,2,5,1,-1,0,0,7,2,5,287,1
209,212,53,55000,330,2,1,0,1,0,1,5,2,-1,0,0,11,2,5,216,1
210,213,59,16000,195,3,1,0,0,0,1,5,2,-1,0,0,10,1,5,366,0
211,214,36,70000,301,2,1,0,1,0,1,5,1,-1,0,0,9,2,5,210,1
212,215,54,20000,-41,2,1,0,1,0,1,5,1,-1,0,0,7,1,5,288,1
213,216,40,60000,483,2,1,0,1,0,1,5,1,-1,0,0,5,3,5,168,1
214,218,53,8000,13,2,0,0,0,0,1,5,3,-1,0,0,1,1,5,410,0
215,219,46,16000,965,2,1,0,0,0,1,5,1,-1,0,0,10,1,5,177,0
216,220,39,100000,378,2,1,0,1,1,1,5,2,-1,0,0,6,3,5,127,1
217,221,40,8000,219,2,1,0,1,0,1,5,1,-1,0,0,1,2,5,357,1
218,222,28,20000,324,2,1,0,1,0,1,5,1,-1,0,0,7,1,5,175,1
219,223,35,120000,-69,3,1,0,1,0,2,5,1,-1,0,0,4,2,5,300,1
220,224,55,55000,0,2,1,0,0,1,1,5,1,-1,0,0,11,2,5,136,1
221,225,43,60000,205,3,0,0,1,0,1,5,1,-1,0,0,5,2,5,1419,1
222,226,48,20000,278,2,1,0,1,0,1,5,2,-1,0,0,7,1,5,125,1
223,227,58,100000,1065,2,0,0,1,0,1,5,3,-1,0,0,6,3,5,213,1
224,228,33,100000,34,1,0,0,1,0,1,5,1,-1,0,0,6,3,5,27,1
225,229,36,20000,1033,2,0,0,0,0,1,5,2,-1,0,0,7,1,5,238,0
226,230,53,70000,1467,3,1,0,1,0,1,5,1,-1,0,0,9,2,5,124,1
227,231,47,20000,-12,2,1,0,1,0,1,5,1,-1,0,0,7,1,5,18,1
228,232,31,70000,388,2,1,0,1,0,1,5,2,-1,0,0,9,2,5,730,1
229,233,57,120000,294,2,1,0,1,0,1,5,2,-1,0,0,4,2,5,746,1
230,234,53,20000,1827,2,0,0,0,0,2,5,1,-1,0,0,7,1,5,121,0
231,235,55,20000,627,2,1,0,1,0,1,5,1,-1,0,0,7,1,5,247,1
232,236,45,20000,25,2,1,0,1,0,1,5,1,-1,0,0,7,1,5,40,1
233,237,53,50000,315,3,1,0,1,0,1,5,2,-1,0,0,8,2,5,181,1
234,238,37,20000,0,2,1,0,1,0,1,5,1,-1,0,0,7,1,5,79,1
235,239,44,50000,66,3,1,0,1,0,1,5,1,-1,0,0,8,2,5,206,1
236,240,49,20000,-9,3,1,0,1,1,1,5,1,-1,0,0,7,1,5,389,1
237,241,46,60000,349,2,1,0,1,1,1,5,1,-1,0,0,5,2,5,127,1
238,242,43,120000,100,2,0,0,1,0,1,5,1,-1,0,0,4,3,5,702,1
239,243,38,50000,0,2,1,0,0,0,1,5,1,-1,0,0,8,2,5,151,0
240,244,43,60000,434,2,1,0,1,0,1,5,1,-1,0,0,5,2,5,117,1
241,245,49,100000,3237,2,1,0,1,0,2,5,3,-1,0,0,6,3,5,232,1
242,246,42,100000,275,2,0,0,0,0,1,5,2,-1,0,0,6,3,5,408,0
243,247,22,20000,0,1,1,0,1,0,1,5,2,-1,0,0,7,2,5,179,1
244,248,40,100000,207,2,1,0,1,0,1,5,1,-1,0,0,6,3,5,39,1
245,249,39,20000,483,2,1,0,1,0,1,5,1,-1,0,0,7,2,5,282,1
246,250,51,70000,2248,2,1,0,1,0,1,5,2,-1,0,0,9,2,5,714,1
247,251,49,50000,428,2,1,0,1,0,1,5,1,-1,0,0,8,2,5,50,1
248,252,53,20000,0,2,1,0,1,1,1,5,1,-1,0,0,7,2,5,181,1
249,253,34,70000,0,1,1,0,1,0,1,5,1,-1,0,0,9,2,5,142,1
250,254,33,60000,140,3,1,0,1,0,1,5,1,-1,0,0,5,2,5,227,1
251,255,50,100000,297,1,0,0,1,0,1,5,1,-1,0,0,6,3,5,119,1
252,256,39,20000,279,2,1,0,1,0,2,5,1,-1,0,0,7,1,5,361,1
253,257,59,120000,901,3,1,0,1,0,1,5,3,-1,0,0,4,2,5,73,1
254,258,30,60000,2573,1,1,0,1,0,1,5,2,-1,0,0,5,2,5,67,1
255,259,36,70000,143,2,1,0,1,1,1,5,1,-1,0,0,9,2,5,350,1
256,260,40,20000,475,2,1,0,1,0,1,5,2,-1,0,0,7,2,5,332,1
257,261,53,20000,70,2,1,0,1,0,1,5,2,-1,0,0,7,2,5,611,1
258,262,34,100000,318,1,0,0,1,0,1,5,2,-1,0,0,6,3,5,113,1
259,263,37,60000,275,2,1,0,1,0,1,5,1,-1,0,0,5,2,5,132,1
260,264,42,100000,742,3,0,0,1,0,1,5,3,-1,0,0,6,3,5,58,1
261,265,41,120000,236,2,1,0,1,0,1,5,1,-1,0,0,4,1,5,151,1
262,266,30,4000,25,1,0,0,1,0,1,5,2,-1,0,0,3,3,5,89,1
263,267,37,100000,600,1,0,0,1,0,2,5,1,-1,0,0,6,3,5,152,1
264,268,39,50000,-349,3,1,0,1,0,1,5,2,-1,0,0,8,2,5,611,1
265,269,41,20000,183,2,1,0,1,1,1,5,2,-1,0,0,7,1,5,110,1
266,270,40,20000,0,2,1,0,1,0,1,5,1,-1,0,0,7,1,5,463,1
267,271,42,100000,0,1,0,0,1,1,1,5,2,-1,0,1,6,3,5,562,1
268,272,40,20000,0,3,1,0,1,0,1,5,1,-1,0,0,7,1,5,962,1
269,273,57,60000,1078,2,1,0,1,0,1,5,4,-1,0,0,5,2,5,10,1
270,274,56,120000,155,3,1,0,0,0,1,5,3,-1,0,0,4,2,5,118,0
271,275,37,50000,190,2,1,0,1,0,1,5,2,-1,0,0,8,2,5,92,1
272,276,59,55000,319,2,1,0,1,0,1,5,3,-1,0,0,11,2,5,143,1
273,277,39,70000,-185,3,1,0,1,0,1,5,3,-1,0,0,9,2,5,189,1
274,278,49,70000,47,2,1,0,0,0,2,5,2,-1,0,0,9,2,5,234,0
275,279,38,70000,570,1,1,0,1,0,1,5,2,-1,0,0,9,2,5,75,1
276,280,36,60000,19,2,1,0,0,0,1,5,2,-1,0,0,2,3,5,189,0
277,281,50,20000,61,2,1,0,1,0,1,5,3,-1,0,0,7,1,5,621,1
278,282,41,50000,-62,2,1,0,1,1,1,5,2,-1,0,0,8,2,5,55,1
279,283,54,60000,258,2,1,0,0,0,1,5,4,-1,0,0,5,3,5,310,0
280,284,58,20000,76,2,1,0,1,0,1,5,2,-1,0,0,7,1,5,156,1
281,285,30,20000,0,1,1,0,1,0,1,5,2,-1,0,0,7,2,5,5,1
282,286,33,50000,352,1,1,0,1,0,1,5,2,-1,0,0,8,2,5,225,1
283,287,47,50000,368,2,1,0,1,0,1,5,2,-1,0,0,8,2,5,125,1
284,288,50,60000,339,1,0,0,1,0,1,5,3,-1,0,0,5,3,5,2,1
285,289,32,20000,1331,2,1,0,1,0,2,5,2,-1,0,0,7,2,5,286,1
286,290,40,60000,672,2,1,0,1,0,1,5,2,-1,0,0,2,2,5,164,1
287,291,37,100000,58,2,1,0,1,0,1,5,2,-1,0,0,6,3,5,98,1
288,292,54,60000,447,1,0,0,1,0,1,5,2,-1,0,0,5,2,5,742,1
289,293,24,4000,423,1,1,0,1,0,1,5,3,-1,0,0,3,2,5,226,1
290,294,54,100000,0,2,1,0,0,0,1,5,2,-1,0,0,6,3,5,120,0
291,295,34,60000,19,2,1,0,1,0,1,5,4,-1,0,0,5,2,5,362,1
292,296,56,60000,13,3,1,0,1,0,1,5,2,-1,0,0,5,1,5,357,1
293,297,31,20000,3,1,1,0,1,0,1,5,2,-1,0,0,7,2,5,200,1
294,298,24,4000,82,1,1,0,1,0,1,5,2,-1,0,0,3,2,5,204,1
295,299,42,20000,28,3,1,0,1,0,1,5,3,-1,0,0,7,1,5,126,1
296,300,57,60000,792,2,1,0,1,0,2,5,2,-1,0,0,5,2,5,65,1
297,301,42,20000,408,2,0,0,1,0,1,5,2,-1,0,0,7,1,5,107,1
298,302,51,50000,531,2,1,0,1,0,1,5,2,-1,0,0,8,2,5,267,1
299,303,57,55000,211,2,1,0,1,0,1,5,2,-1,0,0,11,2,5,248,1
300,304,36,70000,62,1,1,0,1,0,1,5,2,-1,0,0,9,2,5,215,1
301,305,53,70000,257,2,0,0,1,0,1,5,2,-1,0,0,9,3,5,209,1
302,306,50,60000,1234,2,1,0,1,0,1,5,2,-1,0,0,5,2,5,205,1
303,307,54,100000,313,2,1,0,1,0,1,5,2,-1,0,0,6,3,5,83,1
304,308,55,20000,89,2,1,0,1,0,1,5,3,-1,0,0,7,2,5,106,1
305,309,44,20000,129,2,1,0,1,1,1,5,2,-1,0,0,7,2,5,189,1
306,310,43,100000,0,2,0,0,1,0,1,5,2,-1,0,0,6,3,5,105,1
307,311,56,50000,353,2,1,0,1,0,2,5,2,-1,0,0,8,2,5,106,1
308,312,54,60000,851,2,0,0,1,0,1,5,2,-1,0,0,5,2,5,108,1
309,313,55,70000,96,3,1,0,1,1,1,5,2,-1,0,0,9,1,5,311,1
